title,popular_rank,startYear,episodes,language,origin_country,plot,summary,rating,genres,cast,image_url,imdb_id
Impractical Jokers,555,2011,250,English,United States,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","Each episode contains a regime of multiple challenges in teams, independently or against specific jokers in a head to head challenge. Every time they fail to complete a task the joker will receive a red thumbs down. The joker with the most thumbs down after the series of challenges is the loser who has to complete an extremely embarrassing or difficult task in which the jokers cannot say no to. These Loser Challenges have consisted of dangerous stunts and some scary scenes! —Sam Sneddon",8.5,Comedy.Reality-TV,"['Brian Quinn', 'James Murray', 'Joe Gatto', 'Sal Vulcano', 'Casey Jost', 'Rob Emmer', 'Drew Patterson', 'Bill St. James', 'Joey Fatone', 'John Szeluga', 'Frank Contacessa', 'Daniel Cast', 'Chase Dominick', 'Cole Weber', 'Joe Imburgio', 'Pete McPartland Jr.', 'Jay Miller', 'Phoebe Stonebraker']",https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_FMjpg_UX1000_.jpg,tt2100976
In Family We Trust,3677,2018,18,Thai,Thailand,The story revolves around an extended Thai Chinese family whose members' seemingly happy relationships devolve into conflict following murder of the eldest son and head of the family business.,The story revolves around an extended Thai Chinese family whose members' seemingly happy relationships devolve into conflict following murder of the eldest son and head of the family business.,8.1,Drama.Mystery.Thriller,"['Sopitnapa Dabbaransi', 'Thanapob Leeratanakachorn', 'Phollawat Manuprasert', 'Kritsanapoom Pibulsonggram', 'Apasiri Nitibhon', 'Sivakorn Virojanadul', 'Pitisak Yaowananon', 'Paris Intarakomalyasut', 'Chonlathorn Kongyingyong', 'Kathaleeya McIntosh', 'Patravadi Mejudhon', 'Sawanya Paisarnpayak', 'Chavalit Chittanant', 'Jackrin Kungwankiatichai', 'Lapat Ngamchaweng', 'Songsit Roongnophakunsri', 'Kanyawee Songmuang', 'Teeradon Supapunpinyo']",https://m.media-amazon.com/images/M/MV5BMjg5MjZmZWYtM2JhZC00ODBkLTk0NjYtYjMwZjcyMTUzM2Y4XkEyXkFqcGdeQXVyMzgxODI0MTk@._V1_FMjpg_UX1000_.jpg,tt8929906
Indian Matchmaking,3010,2020,8,Hindi,United States,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.","Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",6.2,Reality-TV.Romance,"['Sima Taparia', 'Vyasar M. Ganesan', 'Akshay Jakhete', 'Pradhyuman Maloo', 'Aparna Shewakramani', 'Ankita Bansal', 'Nadia Jagessar', 'Manisha Dass', 'Rashi Gupta', 'Vinay Chadha', 'Shekar Jayaraman', 'Rupam Kaur', 'Kshitij Mittra', 'Pundit Sushil-Ji', 'Dilip Aidasani', 'Pandit Dilip Bhatt', 'Varkha Chulani', 'Janardhan Dhurbe']",https://m.media-amazon.com/images/M/MV5BY2E2NDFhNjItYjM4Ni00Y2EwLWIwNTgtYzlmMjM3NGUwOTgxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX1000_.jpg,tt12580168
Ingobernable,1339,2017,28,Spanish,Mexico,"The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.","The First Lady of Mexico has big plans to improve conditions for the country. As she starts to lose faith in her husband, President Diego Nava, she finds herself at a crossroad where she will need to find a way to deal with a great challenge. —Netflix",7.2,Crime.Drama.Mystery,"['Kate del Castillo', 'Leah Allers', 'Eréndira Ibarra', 'Alberto Guerra', 'Álvaro Guerrero', 'Alicia Jaziz', 'Maxi Iglesias', 'Pati Lauren', 'Aida López', 'Tamara Mazarrasa', 'Alessio Valentini', 'María del Carmen Farias', 'Erik Hayser', 'Marco Treviño', 'Joel Clark Ackerman', 'Pilar Santacruz', 'Luis Roberto Guzmán', 'Isabel Aerenlund']",https://m.media-amazon.com/images/M/MV5BMTU4NjMxOTQ5MV5BMl5BanBnXkFtZTgwNDUzMTgxNjM@._V1_FMjpg_UX1000_.jpg,tt6495756
Ingress: The Animation,4124,2018,11,English,Japan,"Ingress (or Ingress: The Animation) is a 2018 Japanese anime television series based on Niantic's augmented reality mobile game of the same name. The story follows special police investigator Makoto, who has the power to... Read all","Ingress (or Ingress: The Animation) is a 2018 Japanese anime television series based on Niantic's augmented reality mobile game of the same name. The story follows special police investigator Makoto, who has the power to read the memories of objects he touches. While investigating a laboratory explosion that was researching an unknown substance called ""XM"", he touches the ring of a woman who was the sole survivor of the explosion and sees a horrifying vision that embroils him in a massive conspiracy.",6.6,Action.Animation.Sci-Fi,"['Laura Bailey', 'Jalen K. Cassell', 'Crispin Freeman', 'Kellen Goff', 'Kyle McCarley', 'Michelle Ruff', 'Cristina Valenzuela', 'Mark Whitten', 'Todd Haberkorn', 'Christopher Corey Smith', 'Joe Zieja', 'Erica Mendez']",https://m.media-amazon.com/images/M/MV5BYTk3MGM5ZWMtMDMxNi00ZTdlLThhOWMtNTczMmMyNGQ5YzI2XkEyXkFqcGdeQXVyMTkxOTE4Mzc@._V1_FMjpg_UX1000_.jpg,tt9561968
Insatiable,568,2018,22,English,United States,"A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.",6.5,Comedy.Drama.Thriller,"['Dallas Roberts', 'Debby Ryan', 'Christopher Gorham', 'Kimmy Shields', 'Erinn Westbrook', 'Michael Provost', 'Alyssa Milano', 'Arden Myrin', 'Irene Choi', 'Sarah Colonna', 'Danny Kang', 'James Lastovic', 'Ashley D. Kelley', 'Vincent Rodriguez III', 'Caroline Pluta', 'Brett Rice', 'Kurt Yue', 'Michael Ian Black']",https://m.media-amazon.com/images/M/MV5BODUzODY1NzEtYjNiNy00NzEwLThhYzEtZGUxZjQ4MDRiNjY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,tt6487482
Inside Bill's Brain: Decoding Bill Gates,2856,2019,3,English,United States,A documentary that tells Bill Gates' life story as he pursues solutions to some of the world's most complex problems.,A documentary that tells Bill Gates' life story as he pursues solutions to some of the world's most complex problems.,7.9,Documentary,"['Alex Bueermann', 'Davin Orness']",https://m.media-amazon.com/images/M/MV5BNjI4OWJlOGUtMjhlNy00MTA3LTkzZTgtMTZiZjU5YWJjZWZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt10837476
Inside the Criminal Mind,3104,2017,4,English,United States,Inside the Criminal Mind- a gripping exploration exposing the psychological machinations and immoral behavior that define the most nefarious criminal types. Every episode of the series delves into the ardent backgrounds ... Read all,"Inside the Criminal Mind- a gripping exploration exposing the psychological machinations and immoral behavior that define the most nefarious criminal types. Every episode of the series delves into the ardent backgrounds of infamous criminal's and with commentary from world leading experts, a cognitive profile is created allowing the audience not just to understand but recognize the psychology that creates the most fearsome types of criminals. —Jon Loew",5.5,Crime.Documentary,"['Geoffrey Martin', 'Jan Michalek', 'Antonio Pedro', 'Eva Ruzickova', 'Olina Valdmanova', 'Alfredo Tavares']",https://m.media-amazon.com/images/M/MV5BNWQ0OTk2NjQtYjRjYS00MDc5LTkwOWMtYzdmYzFlNGQzZGM2XkEyXkFqcGdeQXVyMjYzOTEwOTI@._V1_FMjpg_UX1000_.jpg,tt6775794
Inside the Freemasons,3568,2017,5,English,United Kingdom,With unique and unprecedented access to one of the world's oldest social networking societies this series asks who are the Freemasons and what do they do?,With unique and unprecedented access to one of the world's oldest social networking societies this series asks who are the Freemasons and what do they do?,5.4,Documentary.Reality-TV,"['Garry Hacking', 'Peter Lowndes', 'Chris Noon']",https://m.media-amazon.com/images/M/MV5BNzU3YmY0M2ItMTg4Ni00NjE1LWJlOWYtMGJkZjhhNGIyM2RjXkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_FMjpg_UX1000_.jpg,tt6743832
Inside the World's Toughest Prisons,1902,2016,19,English,United Kingdom,"Imagine being in jail. Now imagine living in a foreign country. Scary? Paul Connelly takes you inside these jails. He shows what living conditions are for the inmates, as well as the guards. You'll never look at prison t... Read all","Season 4 & 5 featuring Raphael Rowe. He was sent to prison for 12 years for a crime he didn't commit. Now he takes us into some of the world's toughest prisons to show us what it's like for both the inmates and guards. Rowe's previous experience in prison helps him to navigate the prison's and the inmate's rules and as well as his interactions with the hardest criminals. He is able to be vulnerable and share insights into his thoughts and feelings related to this experience. This is not for children under 17. Its not the same thing as the old ""scared straight"" programs. —lorivaughn",7.1,Documentary,"['Raphael Rowe', 'Paul Connelly', 'Robin']",https://m.media-amazon.com/images/M/MV5BMTlkMGYyOTQtODM4ZS00NWJiLTlhMmUtYTM3YzY0NjI4NWQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt6322264
Inspector Gadget,3160,2015,52,English,Canada,"When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.","After being missing for years, Dr. Claw is revived by his nephew, Talon, with designs of conquest once again. In response, HQ calls Inspector Gadget out of retirement to face this menace. Fortunately, his niece, Penny, and his dog, Brain, are also able to help him once again. However, they are now official junior partners who can operate in the open at last, which is all the better considering the Inspector is just as clueless as ever. —Kenneth Chisholm (kchishol@rogers.com)",4.6,Action.Adventure.Animation,"['Ivan Sherry', 'Tara Strong', 'Martin Roach', 'Scott McCord', 'Lyon Smith', 'Derek McGrath', 'Maryke Hendrikse', 'Tracey Moore', 'Katie Griffin', 'Cory Doran', 'Alyson Court', 'Julie Lemieux', 'Rob Tinkler', 'Ron Pardo', 'Adrian Truss', 'Patrick McKenna', 'Stacey DePass', 'Denise Oliver']",https://m.media-amazon.com/images/M/MV5BMjBhMTk4ZDYtMWMyYS00ZTE2LTgwYmUtZDk2NWNjYzliZTEyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_FMjpg_UX1000_.jpg,tt3910690
Instant Hotel,2042,2017,18,English,Australia,"A reality television series which began airing on the Seven Network, Australia and now a Netflix original series. The series follows homeowners who have transformed their homes into hotels and are individually judged by ... Read all","A reality television series which began airing on the Seven Network, Australia and now a Netflix original series. The series follows homeowners who have transformed their homes into hotels and are individually judged by each other to receive the highest scores with the winner to win an ultimate prize.",7.3,Reality-TV,"['Juliet Ashworth', 'Luke Jacobz', 'Terry Brouwers', 'Anita Bocquee', 'Serena Dc', 'Sturt Hinton', 'Mikey Gelo', 'Shay Razaei', 'Brent Beach', 'Leroy Belle', 'James Hopper', 'Samantha Hopper', 'Babe Scott', 'Bondi Scott', 'Lynne Walsh', 'Simon Stoddard', 'Bec Gange', 'Tristan Gange']",https://m.media-amazon.com/images/M/MV5BOTRjZWJiYzItN2QwNC00NDBhLTkyZjctM2U1OWQ0ODRhYWYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt9316032
Interior Design Masters,3054,2019,10,English,United Kingdom,Interior designers compete for a life-changing design contract and opportunity to work with a prestigious commercial client.,Interior designers compete for a life-changing design contract and opportunity to work with a prestigious commercial client.,6.5,Game-Show,"['Michelle Ogundehin', 'Fearne Cotton', 'Matthew Williamson', 'Laurence Llewelyn-Bowen', 'Alan Carr', 'Thomasina Miers', 'Abigail Ahern', 'Naomi Cleaver', 'Jade Jagger', 'Mary Portas', 'Sophie Robinson', 'Linda Boronkay']",https://m.media-amazon.com/images/M/MV5BOGNmYTRmYmItNWNlMy00ZGYyLTlmZTctODFjYzAxNjRjOTIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt8367694
Into the Badlands,384,2015,32,English,United States,A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.,"Regent Sunny, a highly-skilled fighter and the deadliest ""Head Clipper"" for Baron Quinn battles the Nomads to rescue a mysterious boy named M.K. who harbors a dark secret about his past. But when he brings him back to The Fort to train as a ""Colt"", a Clipper-in-training, things quickly get out of hand with another trainee. When first blood is drawn, M.K. loses control of himself as if something takes over his body, making the boy valuable to an opposing baron, The Widow. Meanwhile, Sunny discovers M.K.'s pendant has the same image as the one on his childhood compass of a place called Azra, the boy's home. In order to seek out the truth about his own past, Sunny wants to know more of this city beyond the Badlands, and must find a way out, especially now that his lover Veil is illegally pregnant with his child.",8,Action.Adventure.Drama,"['Daniel Wu', 'Orla Brady', 'Emily Beecham', 'Aramis Knight', 'Ally Ioannides', 'Nick Frost', 'Sherman Augustus', 'Sarah Bolger', 'Oliver Stark', 'Madeleine Mantock', 'Babou Ceesay', 'Lorraine Toussaint', 'Ella-Rae Smith', 'Marton Csokas', 'Chipo Chung', 'Stephen Lang', 'Lewis Tan', 'Maddison Jaizani']",https://m.media-amazon.com/images/M/MV5BNGUzMmNkMWMtNTI4OC00ZGY1LThlZmUtMDI5YjYyZDE2MzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_FMjpg_UX1000_.jpg,tt3865236
Into the Night,689,2020,7,French,Belgium,"When radiation from the sun causes a global disaster on Earth, survivors on an overnight flight from Brussels race from city to city trying to stay ahead of the sun's rays by remaining in the cover of night.","When radiation from the sun causes a global disaster on Earth, survivors on an overnight flight from Brussels race from city to city trying to stay ahead of the sun's rays by remaining in the cover of night.",7.1,Drama.Sci-Fi.Thriller,"['Pauline Etienne', 'Laurent Capelluto', 'Mehmet Kurtulus', 'Babetida Sadjo', 'Jan Bijvoet', 'Ksawery Szlenkier', 'Vincent Londez', 'Regina Bikkinina', 'Alba Gaïa Bellugi', 'Nabil Mallat', 'Nicolas Alechine', 'Stefano Cassetti', 'Astrid Whettnall', 'Brian Slayne', 'James McElvar', 'Edwin Thomas', 'Robbie Nock', 'Mihail Mutafov']",https://m.media-amazon.com/images/M/MV5BZjNiMzJkZDMtZDg4NC00YjQyLTg2ZGQtOGVjNDdjZGQyZWU4XkEyXkFqcGdeQXVyMjQ0NDQxNDA@._V1_FMjpg_UX1000_.jpg,tt10919486
Inuyasha,1308,2000,167,Japanese,Japan,A teenage girl periodically travels back in time to feudal Japan to help a young half-demon recover the shards of a jewel of great power.,"Kagome Higurashi is a 15 year old schoolgirl who lives at a history-filled Japanese shrine. She is also the reincarnation of an ancient priestess named Kikyo, who guarded the sacred Shikon no Tama (Jewel of Four Souls), and who sealed away the half-demon Inuyasha who had tried to steal the jewel in order to become a full demon. Kikyo died of her wounds and had the jewel burned with her body. Kagome is one day pulled into the ancient well on her family's shrine and thrown into the past, 50 years after Kikyo's death. She befriends Kaede, the late Kikyo's sister, who realizes Kagome is Kikyo's reincarnation. They are attacked, and learn that Kagome has the Shikon no Tama, but it's actually inside her body! Kagome accidentally awakens the dog-demon Inuyasha, and frees him after the jewel has been ripped from her body. Now Inuyasha wants the jewel back, but Kagome can't let him have it. He is forced (by Kaede's magic) to wear a necklace that allows Kagome to control him with one word, ""Sit!"", which sends him face-first into the ground. Kagome accidentally shatters the jewel, and now she and Inuyasha have to work together to find all the pieces before they fall into the wrong hands. Only Kagome can ""sense"" where the shards are, and only Inuyasha is powerful enough to get them from the demons or people who have them. But can they stop fighting long enough to work together? —Kimberly Milliff <psylock1234@ev1.net>",7.9,Action.Adventure.Animation,"['Kappei Yamaguchi', 'Richard Ian Cox', 'Darren Pleavin', 'Satsuki Yukino', 'Moneca Stori', 'Kumiko Watanabe', 'Jillian Michaels', 'Kirby Morrow', 'Kôji Tsujitani', 'Kelly Sheridan', 'Houko Kuwashima', 'Paul Dobson', 'Tadahisa Saizen', 'Kazunari Tanaka', 'Toshihiko Nakajima', 'Janyse Jaud', 'Noriko Hidaka', 'Toshiyuki Morikawa']",https://m.media-amazon.com/images/M/MV5BMGNmMWI4MGUtYmU0ZS00ZDkxLTgzMTAtZDU4YmQ1MDM3Y2IyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_FMjpg_UX1000_.jpg,tt0290223
Iriwa Anajwo,2634,2018,32,Korean,South Korea,"A dramatic drama depicting the love of a man and a woman whose lives are linked because of a murder since young age. Despite an unfortunate destiny and the stigma and pains, they will try to be happy and heal their wound... Read all","A dramatic drama depicting the love of a man and a woman whose lives are linked because of a murder since young age. Despite an unfortunate destiny and the stigma and pains, they will try to be happy and heal their wounds.",8,Crime.Drama.Mystery,"['Jang Ki-Yong', 'Ki-joo Jin', 'Joon-ho Huh', 'Ji-ae Jeon', 'In-gi Jeong', 'Sang-woo Kim', 'Seul-gi Park', 'Joo-mi Park', 'Kim Seo-hyeong', 'Min Sung-wuk', 'Ji-hye Yun', 'Nam Da-Reum', 'Seo Jung-Yeon', 'Hyuk-soo Kwon', 'Kim Kyung-Nam', 'Da-In Lee', 'Choi Ri', 'Han Bi Ryu']",https://m.media-amazon.com/images/M/MV5BMGRlNGQ2YmEtZmE3Ni00NjVmLTlmYmQtODEwNjBiZTY1NDBjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg,tt8269398
Irmandade,2923,2019,8,Portuguese,Brazil,A hard-working lawyer discovers that her missing brother has been jailed for years and is a leader of an ascendant criminal faction.,A hard-working lawyer discovers that her missing brother has been jailed for years and is a leader of an ascendant criminal faction.,7.6,Crime.Drama.Thriller,"['Naruna Costa', 'Danilo Grangheia', 'Hermila Guedes', 'Wesley Guimarães', 'Seu Jorge', 'Lee Taylor', 'Renato de Castro Freitas', 'Washington Lins', 'Pedro Wagner', 'Luiz Bertazzo', 'Otavio Linhares', 'Sol Menezzes', 'Conrado Sardinha', 'Daniel Alves', 'Everson Anderson', 'Vanderlei Bernardino', 'Leonardo Fernandes', 'Menthor']",https://m.media-amazon.com/images/M/MV5BN2I0ZmRlMTItY2UyNy00YjYwLTk1ZjQtMWNjYWJhNmYwMGY0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt8905964
